ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,effectx,fairx,confx,antisocx
135548090,Male,65,6,White,ALevel,2,2,0,-0.990967591,-1.371094781,1.1106506001952965,1
135550010,Female,41,3,White,University,2,2,0,,,0.6233207123685957,-0.67
135550130,Female,70,6,Black or Black British,University,1,4,0,,,-0.808210833,0.73
135550210,Female,32,2,White,University,1,4,0,-1.020914734,,0.6436261243613749,-0.49
135550250,Female,56,5,White,University,3,1,0,-0.382042352,-0.418222941,-0.107674119,0.73
135550330,Female,51,4,White,University,1,3,0,0.7559490783216478,,1.2832466021339195,
135551050,Male,52,4,White,GCSE,2,3,0,,0.088623782,-0.056910589,-0.06
135551210,Male,51,4,White,,3,2,1,-0.122500447,-0.955480468,-0.554393183,-0.94
135551250,Female,20,1,White,ALevel,6,1,0,2.5228305098022092,1.5382054111468355,1.5776750760292182,-1.24
135551290,Female,59,5,White,ALevel,6,2,0,-0.451919019,0.3623210129898906,0.9583600102494526,0.04
135552090,Female,83,7,White,,5,1,0,,,-0.138132237,0.29
135552130,Male,36,3,Chinese or other,,5,1,0,,,,-0.3
135552170,Male,59,5,Asian or Asian British,,3,1,1,,,-1.975772023,-2.66
135552210,Female,66,6,White,,5,1,0,0.1669886011614606,0.1190345857850055,-0.067063295,-0.16
135552290,Female,20,1,Asian or Asian British,,5,1,0,,,0.3593503564624661,0.29
135553010,Male,40,3,White,ALevel,4,2,0,-1.300421401,-0.124251841,0.3593503564624661,0.56
135556010,Male,22,1,White,GCSE,4,3,1,-1.000949972,-0.732467909,-2.260047791,-1.23
135557090,Female,54,4,White,University,2,1,0,2.8023371769290777,2.247790824,1.7807291959570102,-0.23
135557130,Male,23,1,White,ALevel,2,3,1,,-0.691920172,-0.138132237,-1.25
135557210,Male,64,5,White,,1,4,0,-0.681513781,,0.613168006,1.22
135558130,Male,56,5,White,University,6,5,1,-0.741408067,-0.408086006,-0.087368707,-0.85
135558210,Male,60,5,White,ALevel,3,4,0,0.5063895541012295,-0.337127465,-0.097521413,-0.28
135559210,Male,46,4,White,University,3,4,0,1.3848390793571017,2.0653260034240866,1.0801924822061275,0.94
135559250,Female,68,6,White,Other,3,4,0,-1.000949972,-0.894658861,-0.310728239,0.16
135560010,Male,54,4,Black or Black British,University,2,2,1,-0.451919019,,0.3593503564624661,-1.7
135561010,Male,37,3,White,ALevel,1,5,0,-1.889381878,,-1.051875777,0.73
135561130,Male,66,6,White,University,1,5,0,0.4564776492571459,0.5143750299929439,0.3593503564624661,0.99
135561210,Male,65,6,White,University,1,4,0,-0.971002829,-0.560140023,,0.09
135561250,Female,79,7,White,,1,5,0,,-0.185073448,,
135562170,Female,28,2,White,,4,5,0,,,1.0395816582205692,1.22
135563010,Male,19,1,White,ALevel,7,1,0,1.0753852693237833,1.4368360664781332,,-0.26
135563130,Female,36,3,White,GCSE,1,3,0,-0.421971876,-1.198766895,-0.767600009,0.57
135564010,Female,50,4,White,GCSE,4,3,0,-1.340350925,-2.323966621,-1.447831311,-2.33
135566010,Male,20,1,Asian or Asian British,ALevel,1,1,1,1.6543633655151535,0.6968398503966078,0.3593503564624661,
135566050,Male,67,6,White,University,1,4,0,0.4564776492571459,1.1023172290714165,0.3593503564624661,1
135566170,Female,37,3,White,University,1,5,0,0.7559490783216478,0.088623782,0.1461435305382845,0.45
135566210,Male,84,7,Black or Black British,ALevel,5,1,0,,0.027802176,0.3999611804480245,0.06
135566250,Female,43,3,White,GCSE,2,1,0,,1.1428649669388973,0.3593503564624661,0.95
135566290,Female,17,1,White,GCSE,3,2,1,0.7659314592904646,0.7272506537972183,-1.985924729,-2.02
135567090,Female,50,4,White,GCSE,1,4,0,-0.392024733,,0.1867543545238429,-0.23
135567210,Female,63,5,White,Other,1,5,0,-0.431954257,,0.3593503564624661,0.02
135568050,Male,68,6,White,University,3,5,0,,,-1.214319073,0.47
135568130,Female,49,4,White,University,1,5,0,-0.431954257,-1.442053322,0.1461435305382845,0.18
135568210,Female,26,2,White,University,1,5,1,-0.402007114,-0.002608628,-0.341186357,-1.03
135568250,Female,18,1,White,GCSE,3,2,0,0.4764424111947792,0.8793046708002716,0.8162221262999981,-0.02
135570010,Female,41,3,White,University,1,5,0,0.1769709821302773,,0.3593503564624661,0.2
135570090,Female,19,1,White,GCSE,5,2,1,-0.951038067,-0.681783237,-3.183944036,-0.9
135570130,Female,49,4,White,ALevel,3,5,0,0.7559490783216478,0.4434164887248523,1.0801924822061275,0.45
135571290,Female,36,3,White,ALevel,1,5,0,-0.132482828,-1.219040764,-0.036605177,-0.53
135572210,Male,57,5,White,,4,2,0,0.4564776492571459,-0.550003089,0.5624044763902581,0.26
135574010,Female,46,4,White,University,1,5,0,-1.000949972,,0.1156854125491157,0.29
135574090,Female,19,1,White,ALevel,1,5,0,0.1769709821302773,1.2138235082069886,1.2832466021339195,-0.45
135574210,Female,36,3,White,GCSE,3,3,0,0.7759138402592812,0.6056074401947757,0.3593503564624661,-0.3
135574250,Male,23,1,White,University,4,4,1,,-0.276305858,0.075074589,0.94
135574290,Female,51,4,White,University,1,5,0,0.1869533630990941,,,1.22
135575130,Male,67,6,White,University,1,5,0,0.1669886011614606,,0.1055327065527261,0.26
135577170,Female,28,2,White,,5,1,0,0.7659314592904646,-0.752741778,-2.940279092,-1.67
135578130,Female,40,3,Asian or Asian British,,6,1,0,1.3449095554818349,,0.3593503564624661,-0.48
135580210,Female,27,2,White,GCSE,5,4,0,-0.092553304,,0.8162221262999981,
135580290,Female,56,5,Asian or Asian British,University,1,1,0,1.0554205073861498,,0.3593503564624661,
135581090,Female,30,2,White,University,5,1,1,0.4764424111947792,1.0009478844027142,1.0395816582205692,-2.49
135582250,Female,31,2,White,University,1,3,1,,,0.866985656,-0.54
135583210,Female,49,4,White,University,3,5,0,,,,
135584250,Male,49,4,White,GCSE,1,4,0,0.4664600302259626,0.8488938673996609,0.866985656,-0.28
135586210,Male,41,3,White,ALevel,3,1,0,-0.402007114,0.5447858333935546,-0.290422827,1.22
135586290,Male,59,5,White,University,5,3,0,,,-0.290422827,-0.22
135587050,Male,39,3,White,ALevel,3,5,0,1.634398604,,0.3491976504660765,-0.56
135587170,Female,68,6,White,GCSE,3,3,0,-1.59989283,-0.661509368,0.1562962365346741,-0.44
135587290,Female,53,4,White,GCSE,6,3,0,0.7559490783216478,-1.18862996,1.0700397762097382,1.22
135588170,Male,41,3,White,GCSE,6,3,0,0.7160195544463808,0.4231426197911119,-1.011264953,-0.23
135588290,Male,47,4,White,University,1,5,0,0.7260019354151975,0.3623210129898906,0.3593503564624661,-0.22
135590130,Male,43,3,White,University,5,1,0,,,-1.001112247,-0.69
135590170,Female,35,3,White,GCSE,1,1,0,-1.589910449,-1.95903698,-2.239742379,-0.5
135591170,Male,20,1,White,University,1,5,0,,-0.033019431,-1.265082603,0.26
135592090,Male,16,1,White,GCSE,1,3,1,1.6443809845463369,,1.5370642520436597,0.2
135593010,Male,75,7,White,,1,3,0,0.4764424111947792,-0.154662645,-0.097521413,0.72
135594050,Male,43,3,White,,8,3,0,,0.7576614571978291,0.1055327065527261,0.48
135596050,Male,21,1,Mixed,ALevel,7,2,0,0.7759138402592812,,0.1055327065527261,0.45
135597130,Male,33,2,White,GCSE,1,2,0,0.1669886011614606,0.8488938673996609,0.3593503564624661,-0.02
135598010,Female,79,7,White,,5,1,0,-0.431954257,0.2102669959868374,0.3593503564624661,-2.54
135598250,Male,47,4,White,Other,5,4,0,-0.411989495,0.4332795542579821,0.8771383622783356,-1.02
135599130,Female,40,3,White,University,1,4,0,-0.092553304,,0.8771383622783356,-1.3
135599250,Female,60,5,White,,1,4,1,-0.431954257,,,
135600010,Female,32,2,White,GCSE,3,2,1,-1.020914734,,1.3238574261194782,-0.49
135600130,Male,35,3,White,University,1,3,1,-1.280456639,-0.681783237,,0.48
135600170,Female,62,5,White,,5,2,0,-0.451919019,-0.773015647,-0.280270121,-0.95
135600290,Female,42,3,White,,1,1,0,-0.990967591,-0.043156366,1.2832466021339195,
135601050,Female,57,5,White,University,1,5,0,-0.711460924,-1.289999305,0.3593503564624661,-0.3
135603090,Female,51,4,White,University,1,4,0,,,-1.275235309,0.7
135603130,Male,60,5,White,University,3,5,0,0.1869533630990941,-0.377675203,-0.138132237,0.74
135603210,Female,47,4,White,GCSE,3,5,0,-0.701478543,0.3319102095892799,0.613168006,0.45
135603250,Male,27,2,White,University,1,4,0,1.3449095554818349,,0.3593503564624661,0.16
135603290,Female,52,4,White,,5,2,1,0.4564776492571459,,0.1562962365346741,-2.2
135604170,Male,19,1,White,ALevel,4,3,0,0.1570062201926439,,-3.386998156,-1.38
135605130,Female,48,4,White,GCSE,2,2,0,-0.411989495,-0.154662645,-0.798058127,-0.52
135606170,Female,67,6,White,University,1,3,0,0.4764424111947792,0.6968398503966078,0.3593503564624661,0.49
135606210,Male,50,4,White,Other,1,5,0,-0.411989495,,-1.051875777,1
135607010,Male,40,3,White,University,4,5,0,-0.701478543,,,0.73
135607090,Male,64,5,White,ALevel,4,3,0,0.4764424111947792,0.4231426197911119,-0.036605177,
135607210,Female,21,1,White,University,5,3,1,,,0.3593503564624661,-1.17
135607290,Female,64,5,White,University,3,5,1,0.1969357440679108,,0.613168006,0.74
135609010,Female,48,4,White,GCSE,5,,0,-2.168888546,-2.070543259,-2.879362856,-0.78
135609050,Female,22,1,White,University,3,,0,-1.589910449,0.7171137193303482,-3.133180506,-0.2
135609090,Male,69,6,White,,5,,0,-0.98098521,0.7272506537972183,-1.457984017,-0.23
135610010,Male,47,4,Chinese or other,University,2,,0,,,0.866985656,-0.21
135610050,Male,29,2,White,,6,,0,0.7958786021969148,,-2.991042622,-0.19
135610130,Male,22,1,White,ALevel,2,,0,-1.030897115,0.1798561925862268,-0.097521413,-1.78
135610170,Female,35,3,White,University,1,,0,-1.280456639,,-0.767600009,-1.01
135610210,Male,56,5,White,University,1,,0,,,0.1461435305382845,0.79
135610330,Male,67,6,White,Other,4,,0,0.1470238392238272,0.048076045,1.3644682501050367,0.29
135611210,Female,34,2,White,University,1,,0,0.4564776492571459,,1.3340101321158675,-1.81
135612050,Male,20,1,White,ALevel,5,1,0,,,1.2933993081303092,0.5
135612170,Female,61,5,White,GCSE,2,2,0,-0.691496162,-0.813563385,1.3340101321158675,0.95
135613050,Female,57,5,White,,5,2,0,,,-0.056910589,1
135613130,Male,48,4,White,ALevel,5,4,0,-1.889381878,-0.702057106,-0.554393183,-0.24
135613170,Female,53,4,White,GCSE,5,2,1,1.0654028883549664,0.5143750299929439,0.8365275382927774,0.99
135615130,Female,27,2,White,GCSE,5,,0,-0.681513781,-0.691920172,-0.513782359,-0.91
135615170,Female,70,6,White,University,1,,1,-0.092553304,-0.154662645,0.6537788303577645,0.75
135615290,Male,62,5,White,University,1,,0,-0.112518066,0.027802176,0.1461435305382845,1.22
135617170,Male,28,2,White,University,1,,0,-0.372059971,-0.306716662,-0.574698595,-0.99
135618290,Female,33,2,White,,6,,0,,,-1.254929897,0.99
135619010,Male,41,3,White,University,1,,0,0.4564776492571459,,0.3796557684552454,-0.54
135619090,Female,25,2,White,University,2,,0,0.7559490783216478,-0.235758121,-0.067063295,-0.72
135619130,Female,54,4,White,ALevel,5,,0,-0.98098521,-0.489181482,-1.671190843,-1.69
135619170,Female,32,2,White,GCSE,5,,0,,0.5143750299929439,0.8263748322963878,-1.87
135621130,Male,54,4,White,University,1,5,0,1.0554205073861498,0.8488938673996609,1.3238574261194782,1.22
135621210,Female,21,1,White,,5,3,1,-0.441936638,,-1.529052959,1.22
135623090,Male,59,5,White,ALevel,5,1,1,,,0.4202665924408038,
135623210,Female,33,2,White,GCSE,5,1,0,-0.132482828,-0.002608628,-0.544240477,-1.97
135624090,Female,86,7,White,,5,4,0,-0.990967591,-2.202323407,-1.285388015,0.56
135624210,Male,36,3,White,,1,1,0,-0.98098521,,-0.564545889,0.26
135625010,Female,58,5,White,GCSE,1,3,0,-1.619857592,,-0.808210833,1.22
135625050,Female,52,4,White,University,5,1,0,1.3449095554818349,,-0.331033651,-0.99
135625210,Female,47,4,White,Other,5,2,1,0.1669886011614606,-0.864248058,0.3593503564624661,0.05
135625290,Male,63,5,Black or Black British,University,1,3,0,-0.392024733,,0.1461435305382845,0.04
135626010,Male,61,5,White,ALevel,3,3,0,-2.168888546,-0.742604844,-1.102639307,-0.71
135626090,Female,65,6,White,,5,1,0,0.1869533630990941,-0.043156366,-0.341186357,-0.46
135626130,Female,49,4,Black or Black British,University,1,2,0,0.5463190779764965,1.7308071660173694,-0.097521413,-0.31
135626170,Female,80,7,White,GCSE,2,1,0,-1.280456639,,-0.554393183,-0.99
135626250,Male,60,5,White,,5,1,0,,-0.093841038,,-1.02
135627010,Male,66,6,White,,5,1,0,-0.98098521,0.5143750299929439,1.1715668361736342,0.79
135627050,Female,31,2,White,Other,5,2,0,,0.088623782,0.3593503564624661,-0.6
135628210,Male,52,4,White,ALevel,4,2,0,1.3449095554818349,1.517931542213095,1.7807291959570102,0
135628290,Male,62,5,White,University,1,4,1,0.7559490783216478,0.8793046708002716,0.3593503564624661,-0.53
135629010,Male,62,5,White,University,1,5,0,-1.010932353,0.189993127,0.8771383622783356,1.22
135629050,Female,62,5,White,University,2,3,0,1.0254733644796996,1.517931542213095,1.7807291959570102,-0.31
135629090,Male,70,6,White,University,1,5,0,-0.971002829,-0.560140023,0.1664489425310637,-0.7
135629170,Male,63,5,White,ALevel,1,5,0,,,-0.310728239,0.75
135629210,Male,69,6,White,University,1,4,0,,,0.3593503564624661,0.48
135629250,Male,40,3,White,ALevel,4,3,0,0.4664600302259626,,-1.803176021,-0.23
135629290,Female,27,2,White,University,1,3,0,,,0.5624044763902581,0.26
135630010,Male,43,3,White,ALevel,1,2,1,-0.721443305,-0.093841038,1.0903451882025177,0.43
135630090,Male,68,6,White,,4,3,1,-0.431954257,-1.09739755,0.1562962365346741,-0.45
135630170,Female,20,1,White,GCSE,1,2,0,-0.431954257,-0.337127465,-1.011264953,-1.73
135630210,Male,80,7,White,,5,1,0,-0.411989495,-0.337127465,,-1.23
135630290,Female,34,2,White,GCSE,4,4,1,-0.411989495,,0.613168006,0.95
135631210,Male,80,7,White,,5,2,0,,,0.3593503564624661,0.73
135633130,Female,62,5,White,University,2,4,0,-1.579928068,-0.002608628,-0.747294597,-0.81
135633170,Female,35,3,White,,2,1,0,-0.411989495,,-1.346304251,-0.25
135633250,Female,23,1,White,ALevel,5,3,0,0.4764424111947792,0.2102669959868374,-0.361491769,-1.04
135633290,Male,34,2,White,ALevel,1,4,1,-0.691496162,,0.3593503564624661,1.22
135634010,Female,46,4,White,University,2,5,0,-0.122500447,,0.613168006,-0.03
135634170,Female,47,4,White,University,4,2,0,-1.619857592,-1.249451567,0.3593503564624661,-0.74
135634250,Male,41,3,White,GCSE,4,3,0,-1.280456639,-0.3472644,-0.087368707,0
135634290,Male,31,2,White,GCSE,2,3,0,-0.98098521,-0.093841038,-0.117826825,
135635050,Female,52,4,White,GCSE,2,1,0,-1.589910449,-0.62096163,0.6334734183649853,
135639170,Male,22,1,Black or Black British,GCSE,4,1,0,1.0753852693237833,0.6258813091285162,0.3593503564624661,-0.78
136001010,Female,27,2,White,University,1,4,0,,,0.3593503564624661,1.22
136001050,Male,20,1,White,GCSE,5,3,1,-0.701478543,-0.408086006,0.1562962365346741,-0.49
136001090,Female,49,4,Black or Black British,University,3,2,1,,0.5447858333935546,1.7807291959570102,
136001250,Female,27,2,White,University,1,3,0,0.486424792,,-0.280270121,0.43
136002010,Female,34,2,White,University,1,3,1,-0.6715314,0.2710886027880587,-1.275235309,-0.04
136002090,Female,45,4,Chinese or other,GCSE,3,5,0,-0.411989495,-0.671646303,-2.473254617,1.22
136002130,Male,65,6,White,GCSE,1,5,0,1.3449095554818349,2.0957368068246973,0.6030153003758165,1.22
136002170,Female,46,4,White,University,1,4,0,,,0.3593503564624661,-0.54
136002250,Male,56,5,White,,3,3,0,-0.701478543,,0.3593503564624661,1.22
136003010,Male,30,2,Asian or Asian British,University,1,2,0,1.3548919364506518,,0.866985656,0.46
136003090,Male,41,3,White,University,5,3,1,0.4964071731324128,1.2036865737401183,-0.635614831,-0.91
136003130,Male,40,3,Asian or Asian British,ALevel,1,3,0,0.2169005060055442,0.2710886027880587,0.1156854125491157,-0.74
136003210,Female,47,4,Asian or Asian British,University,1,4,0,-1.010932353,-1.066986747,-1.265082603,1.22
136004010,Female,60,5,White,,2,3,1,0.7759138402592812,-0.489181482,0.3593503564624661,-1.51
136004050,Female,74,6,White,,5,2,1,1.3449095554818349,0.8793046708002716,0.3593503564624661,-0.06
136004090,Female,43,3,White,Other,1,2,0,-0.98098521,-1.259588502,-0.534087771,
136004130,Male,29,2,White,University,3,2,0,,,0.3593503564624661,-0.52
136004170,Female,68,6,White,University,1,2,0,-0.411989495,,-0.300575533,-0.75
136004210,Female,53,4,Black or Black British,,5,3,0,,,0.3593503564624661,-0.53
136004250,Female,84,7,White,,3,4,0,,,-0.056910589,-0.53
136005010,Male,37,3,White,University,3,3,0,-0.392024733,0.5143750299929439,0.1969070605202325,
136005050,Female,42,3,White,University,1,4,0,-1.589910449,,-0.595004007,-1.19
136005090,Female,66,6,White,University,1,5,0,0.4764424111947792,0.088623782,-0.554393183,-0.48
136005130,Male,48,4,Asian or Asian British,University,1,5,1,0.1669886011614606,,-0.828516245,-0.08
136005210,Female,74,6,White,University,5,2,1,1.0554205073861498,0.7272506537972183,-0.970654129,
136005250,Male,42,3,White,,1,3,0,2.2233590807377075,,1.3238574261194782,1.22
136005290,Male,29,2,White,University,1,5,0,0.4564776492571459,0.7880722605984397,1.5776750760292182,1.22
136006010,Female,45,4,White,University,1,5,1,0.745966697,,0.1461435305382845,0.02
136006050,Male,36,3,White,University,1,2,0,1.3548919364506518,,0.6537788303577645,-0.99
136006170,Male,31,2,White,University,1,4,0,,,-0.595004007,0.73
136006290,Male,27,2,White,University,1,3,0,1.0753852693237833,2.308612430628972,1.7807291959570102,-0.19
136007050,Male,40,3,Asian or Asian British,University,1,3,0,,,0.3593503564624661,
136007090,Male,62,5,White,,5,3,1,-0.701478543,-1.310273174,-1.305693427,
136007130,Female,24,1,White,,5,4,0,1.3249447935442016,1.2340973771407289,1.0700397762097382,-1.22
136007170,Female,32,2,Black or Black British,University,2,1,0,0.1370414582550104,0.8488938673996609,0.8162221262999981,1
136007250,Female,65,6,White,GCSE,2,2,0,0.4564776492571459,,0.1562962365346741,
136007290,Female,33,2,White,University,1,2,1,,,-2.209284261,-0.83
136008010,Male,52,4,Black or Black British,University,6,1,0,,,1.5370642520436597,-0.01
136008050,Male,35,3,Asian or Asian British,University,8,2,0,2.5228305098022092,1.8321765106860717,0.8365275382927774,-2.35
136008130,Male,,4,Black or Black British,University,5,2,0,1.3449095554818349,1.2036865737401183,-0.320880945,-2.19
136008170,Male,43,3,White,ALevel,3,1,0,0.7759138402592812,1.467246869878744,1.5269115460472702,0.54
136008210,Male,47,4,Asian or Asian British,University,3,1,0,1.3449095554818349,1.4875207388124845,1.0395816582205692,-1.15
136008250,Female,34,2,White,University,2,2,0,-0.112518066,-0.002608628,-2.006230141,-0.24
136008290,Male,22,1,Asian or Asian British,ALevel,5,1,0,1.6244162226087036,1.2442343116075991,1.7807291959570102,0.01
136009010,Male,46,4,White,University,3,2,0,,2.004504396622865,0.613168006,
136009050,Male,46,4,Mixed,University,1,1,0,-0.411989495,,-1.051875777,-0.01
136009090,Female,35,3,White,GCSE,5,2,1,-0.122500447,-0.580413892,-1.305693427,-1.18
136009130,Male,76,7,Asian or Asian British,,5,3,0,0.7559490783216478,,0.613168006,-2.63
136009170,Female,24,1,White,University,5,3,1,-0.372059971,-2.151638735,-1.386915075,-2.71
136009250,Female,45,4,Black or Black British,University,1,3,1,,0.2102669959868374,-1.001112247,-0.56
136009290,Female,27,2,Black or Black British,GCSE,5,2,0,2.2233590807377075,1.669985559216148,1.7807291959570102,-1.56
136010010,Female,34,2,Asian or Asian British,University,1,3,1,,,0.3593503564624661,
136010050,Female,33,2,White,University,1,2,0,,,0.3593503564624661,0.24
136010090,Female,48,4,White,University,1,3,0,,,-0.554393183,-0.22
136010130,Female,54,4,White,University,1,2,0,0.4664600302259626,-0.742604844,0.1461435305382845,-0.79
